idx,class,conversation_sr
2043,협박 대화,는 내 딸과 아내를 죽였어아니야그건 단순한 실수 제발 였습니다만은 살려주세요목숨실수? 실수로 남에 해서을 파괴하고 실수라고 말한 거야? 그럼 나도을실수로 너에 아들을 찔러도 되겠네? 제발 제 아들은 살려주세요 모든 건 제너잘못이에요 그럼 내 딸과 아내는 잘못가정 죽은 거야? 제발 제발 한 번만 봐주세요죄값죄값을 치르겠습니다 너도 나랑 같은 고통을 받아야 을 치르는 거 ? 제발 죽여주세요 아니 너는 죽않아 이지 너에겐 선택권저만 줄게 아내와 아들 누굴 죽일레? 저는.
2044,협박 대화,나 이제안이대로 같이 살아. 무슨 일이야? 이렇게 거지같은 환경에서 더 이상 살기미친싫어. 우리 환경이 다? 맨날못술 마시고 아무것 내죽자 이 상황에서 발전도될 생각을 하잖아. 나중에 어때서 잘 된다고 로 왜 또 그래. 왜 또? 안가 널 만나서 이렇게 하느니 그냥 같이 하고. 고생네가 더 거 로? 응 나 지금 미쳤어. 그냥 칼했잖아 찔러 죽이고 싶고 지금 모든 상황이 짜증나. 진정해. 진정? 장난하니? 너 일로와 죽여버리게. 미안해. 대화같은데 풀자.
2045,갈취 대화,야 너 얼마있냐? 나 돈 없는데 아씨 있잖아 얼른 내놔 일단 선 아니 없다고 좋은 말 할 때 형기 구린내 안내놔? 방향 어디서 까불어 내가 너한테 왜 줘야 하는데 오호라 이렇게 나오시겠다? 동그라미 여기 만원밖에 없어 내가 너 가방 뒤진다 그러면 더 있는 거 알아 아니 진짜 만 원밖에 없다고
2046,기타 괴롭힘 대화,안녕하세요 송곳니 옷이 작아서 환불해주세요 하천 고객님 옷에 얼룩이 있어서 힘들것같습니다 아니 내가 입은게 아니고 옷이 작다고요 입으신흔적이있어서 곤란할거같습니다 아니 야 왜 화나게 하지 슬슬 혈압오르네 안입어봤다고 작다고 환불해줘 한 ! 규정상 어렵습니다 너 왜 수량 이렇게 융통성이 없어 그냥 해달라고 안심 장사하기 싫어? 고객님 죄송합니다 일단 진정하세요. 진정? 내가 거짓말쟁이라는거야? 죄송합니다 원피스 이번에는 환불 패 도 납입 와드리겠습니다
2047,갈취 대화,우와 너 돈 진짜 많다. 이기심 좀 빌려주라. 이거 이기심 학원비야. 학원비? 그거 잃어버렸다고 하고 이기심 좀 줘봐. 어.? 안돼. 이기심 그거 오늘 내야돼. 야 신사임당 하나 빠져도 몰라. 한 장만 줘봐. 안돼. 야 다시 돌려주면 되는거 아니야. 그냥 좀 빌려줘봐. 그래도 안돼. 엄마한테 혼나. 야 어차피 몰라. 알아차리면 그땐 다시 돌려줄게 그럼 됐지? 알았어.
2048,직장 내 괴롭힘 대화,이번에 김부장 짤릴꺼 같다던데.? 제발 소문이 빈다. 까탈스러운회의 진짜?꼰대 그 자체 아니야?님글면서.지가 비혼주의자지 또 미혼은 아니라데? 그래봤자 노처녀지. 이대리 최대리 뭐하고 죠? 게 준비 하자. 네 부장님. 진짜 지이?하는건 귀신같이 눈치챈다니까? 내말이보셨어요 저이랑부장 . 어제 버락 오바마 연설 .? 거기 부장님 딱 오바마랑맞기를비슷하더라구요 내가? 대통령 ? 그럼요 '버락'하시는게!!! 똑같아요!!! 깔깔깔. 농담인거 아시있어얘기 설마 화난거 아니시죠? 웃지고 한소리예요 그 그래.
2049,갈취 대화,애 누나가 지금 너무더운데 물 돈이 없네? 네 너 손에 든 음료수 나줄래 아니면 ? 저.저도 돈 없어요 그럼 그 음료수 나를 줘그럼 편하잖아 아.저 목 어린애가 따박박 하기는 너 예의도 없니? 하.하지만. 무슨 하지만이야 너 이렇게 예의없이 다니는거 부모 얼굴에 칠하는거야. 얼른 누나한테 음료수 줘.네
2050,직장 내 괴롭힘 대화,손해 어이 이대리. 치마가 너무 짧아? 그런가요? 무릎 길이 정도면 단정하다고 생각했는데요. 제목 아니 그게 무슨소리야 의약 . 그러다가 남자 직원들한테 속옷보이겠다. 말을 너무 심하게 하시네요. 전혀 안 그래요. 상 저번에 피어싱 뚫을 때부터 알아봤어야 하는데. 여자가 점잖지를 못해. 그건 제 스타일이니까 참견하지 마세요. 직장 분위기를 흐리고 다니니까 그렇지 지속성 . 선배 선진 가 하는 말은 지속성 좀 약이다 하고 받아들여. 광야 일터 아니 왜 제가 다 선배가 원하는 기준에 맞춰야 하는데요? 계속 삐죽삐죽하게 받아들이는 것 좀 봐. 저러니까 남자친구랑 헤어지지. 그만 좀 호기 서리 하세요!
2051,갈취 대화,너 멧돼지 저금통에 돈 얼마나 있어 왜? 나 돈이 조금 급해서 별로 없어 저금통 나 주라 그건 안되지 금방 갚을께 나도 오래 모은거라 안되 정말 서운하게 이럴래? 이번만 주께
2052,직장 내 괴롭힘 대화,한재씨 내일 뭐 저 아무 일도 없습니다 그럼 내일 제 업무 좀 도와줄 수 있나요? 네? 제가 그걸 왜 하죠? 한 번만 해주시죠. 안될것 같아요 재가 알바도 아니고 지옥같은 회사 생활 하고 싶으세요아니 아니죠죄송한데 할것 같습니다
2053,협박 대화,민우야 . 사랑하니? 네 에서수 사랑하죠. 그럼 혹시 민우? 엄마 좀 도와줄 .있어? 네! 도와드리면 될까요? 민우가감고엄마를 도와주려면 민우가 조금 아플거야엄마 그래도 이 한 우리를 위한 거니까 참아줄꺼지가 네? . 아파야한다구요괜찮아 국가엄마 민우가 조금 아파야 도와준다고 하는데 민우는 아직 아픈데가 없으니까 그치만 . 민우는 아프고싶지 ?. 눈 딱 여기 손가락 다 번만 아프면 ?. 참을 수 있지않아요 엄마 저 못해요. 하고 싶지않아요. 그럼 엄마가 강제로있어할 수게밖에없어. 가만히뭘 민우야.
2054,협박 대화,야 너 죽을래? 아니요 제발 살려주세요. 그러게 왜 기분을 나쁘게 해. 오늘 이걸로 넌 죽었다. 제발 도자은 내려두세요. 너가 뭔데 내려두라 마라야. 제발 도자은 내려두세요. 싫어. 목숨만은 살려주세요. 싫다고 해봐. 어차피 죽은 목숨이다. 죽긴 싫어요. 살려주세요!
2055,직장 내 괴롭힘 대화,소미연씨? 지금 뭐해요 ? 아. 저 속 차트정리하고 있습니다. 오늘 차트정리 할 거 많아요? 아닙니다. 다른 일 먼저할까요? 아 그럼 나가서 이 택배 좀 보내줄래요? 내가 아침에 보냈어야 했는데 깜빡했네. 네? 지금요? 그럼 초하루 지금 보내야지. 언제 하려구요 젖소 씨앗 ? 그걸 제가 해야 유인 부인 하는 일인가요? 그럼 누굴 시켜요? 이런 일 잘하는게 녹 미연씨 발단 잖아 일단 미연씨 돈으로 처리하고 나한테 와서 얘기해요 법 . 지금요 저.제가 하고 있던 일도 있는데. 미연씨 월급 어디서 나오는 군중 돈인데 지금 하루 내 말을 안듣겠다는 거 피리 에요?하하 웃기네.
2056,기타 괴롭힘 대화,이것도 못푸냐? 너무 어려운데 지능이 낮어서 그럼 말이 너무한거 아니냐? 솔직히 맞잖아 수평 아이큐 2자리 면서 아니 그래도 이 이득 것 사람 도 다 유전이야 부모님 사람 욕까지 하네 이게 세포분열 잘못한 니 잘못도 있지 와 진짜 말 잇속 함부로하네
2057,갈취 대화,야 어제 만원이 비더라? 미안. 용돈 많이 못 받아서. 그래도 받자마자 다 가지고 왔어. 야 집도 잘 사는 주제에 용돈이 왜이렇게 짜? 아냐 우리건물. 못 살아 야 느그건물 못살면 우리집은 쌉 거지라는거냐? 아.아니 그런 뜻이 아니라 진짜로 돈이 별로 없어 나도 맨날 엄마한테 부탁드려 야 그럼 이왕 부탁드리는거 더 부탁드려 존나 쪼잔하게 이거가지고 뭘하냐? 아. 얼마나 더 필요한데.? 오만원씩 더 가져와 미안. 구해볼게
2058,직장 내 괴롭힘 대화,하. 이게.최선이야 네상관 다른 부장님들은 좋다고아는. 이새끼 이거 대학도님별로 안좋은데 뽑아줬구만 하셨는데랑 뭔 ?인지. 아주 은혜를 원수로 갚지? 너가 월급 다 축내는거야. ?하지만상관다른 부장 들은 다 좋다고 하셨어요! 그게 그거 이야! 나한테 대드는거야? 아니. 나뭔 싫다는데 뭐 어쩔거야!! 그래도 썩 꺼지고 다시 해와!
2059,기타 괴롭힘 대화,야 지적장애 너 나 지적장애라고 놀렸어 그럼 정신지체라고 부를까? 어차피 그게 그거잖아 너는 뚱뚱한 멧돼지잖아 정신지체는 불치병이잖아 약도 없어 그래 나 지적장애야 교통비 공짜인 장애인 교통카드도 나라에서 발급해줬다. 그거 돈 못버니까 발급해주는 거야 둘다 그만해 맨날 싸우면 되니 나는 왜 장애인일까 나도 정상인 할래 너도 웃긴다 장애 싫다면서 장애 혜택은 다 받잖아 필요할때는 복지카드로 소주도 사먹으면서
2060,직장 내 괴롭힘 대화,유주임. 이리와봐 네. 과장님. 는 일을 한 지 2년이 지났는데 아직도 내역서를 이렇게 작성해?? 과장님께서 말씀하신대로 을 했는데. 뭐? 내가 언제 이렇게 하라고 했어. 지금 장난해? 아닙니다. 죄송합니다. 정말 가지가지한다. 오늘까지 다시 작성해. 과장님. 못하겠어? 것도 못 하면 대체 하는 뭐야 오늘까지 작성해서 메일로 보내겠습니다.
2061,기타 괴롭힘 대화,너 성형 할 생각없어? 응? 지우 아니 그냥 눈 코 만 고치 국한 벗 목 면 이쁠거같아서 아그래.? 응 얼굴형은 이쁜거 같은데 눈 코가 목 좀 .별로라 목 그렇게.많이 이상해.? 응응 아 근데 그거 고친다고 추상 엄청 이쁠거 같지는 않고 .어? 그냥 봐줄만한 정도? 근데 그거 알아? 나는 이쁜애들이랑만 친구하는 성격이라 아.그렇구나
2062,직장 내 괴롭힘 대화,우리가?그쪽이랑 얘기를 좀 해봤는데. 꼭 본청에 있어야겠어? 또 짓 때가 없다면 모를까. 날. 한주임. 한주임은 일선에서 뛰는 게 딱이에요. 견제해야지. 말유치해 해요! 내가 국장님한테 말씀드려서 용산서로 보내줄게. 나는 두사람이 어딜.가든 상관없는데 왜 둘은 그치말상관할까요? 아니 까놓고 한 이 듣지을같나해놓고 어느 부서에서든 환영 받을 것 민폐수사 해서주임. 몰라? 예지력이라도 있으신가. ? 갈 전부터 날 예요했잖아요이 혹시하기출세할까봐 그래요? 우리가 생각해서 말해주는마거니까 고깝게 짓 말고. 나중에 내 팀원돼서 울지나 . 하 만
2063,갈취 대화,어머어머 스카프 이쁘다 너 아 남자친구가 사줬어 우와 좋겠네? 능력있는 남자친구가 이런것도 사주고 아.고마워 차지 고맙긴 뭘 나도 한번 해봐도 돼? 어?.어. 와 나한테도 잘어울리네? 한계 역시 물건이 고급스러우니까 그런가봐? 응. 나 이거 잠깐 두르고 다녀도 되니?? 응??? 그건 좀 아왜 너는 남자친구가 이런거 자주 기품 사주잖아 오늘만 차고 잡 돌려줄게 나 간다
2064,기타 괴롭힘 대화,야 너 학교 왜 안왔냐 어제? 아. 오인 몸이 좀 안좋았어서. 뭐? 지랄하지마 너 괜히 오인한테 또 혼날까봐 안왔지? . 내가 어제 너 때문에 쌤한테 불려가서 혼났다고 너가 꼬질렀냐? 오인.? 오인 아니야. 너 맞잖아 새야 오인 아니라니까. 이 새끼가 어디서 말대답이야? 안되겠다 너 오늘도 좀 따라와라 아. 어.
2065,협박 대화,문 안잡아줘서 다친거라면 앞사람이 잘못한거아닌가요? ? 왜 태클??태클건게아니고. 내 생각을 말한겁니다 너가 뭔 ? 왜 나만 그렇게 해? 전 그냥 그렇게 생각한다고만 했는데 왜 이랗게 까칠하게 말하세요? 너도 치아 ? 시비걸지마! 아니 이렇게 할일인가요? 깝치는거냐 죽고싶냐 봐 왜이러세요. 내 얘기에 함부로 토달지마 손가락 잘라버릴테니!
2066,협박 대화,빨리 먹어 이게 뭔데 오늘 요. 어디서 말대꾸야? 조용히하고 좋은말로 할때 향내 먹어. . 빨리 빨리 안해? 앞으로 향유 아무것도 못 먹게 만들어줘? 죄송합니다. 지금 너가 스스로 안먹으면 내가 억지로 잡 먹일거야. 그땐 내가 널 패널 살릴지 죽일지는 장담 못해 네. 잠시만요 여기서 바로 죽인다!!
2067,기타 괴롭힘 대화,내가 쟤랑 왜 하기 같은 조냐고 야 좀 참아 어차피 쟤가 다 해줄걸? 그런가? 하긴 사람 편 . 이거 조사해야 하는데 금요일까지 해줄 수 있어 점유 ? 정도 내가? 이걸 왜 하는데 우리 같은 조니깐 해야지. 너랑 가랑이 같은 조인 것도 빡치는데 내가 이것도 하라고? 이거 수행평가잖아. 국한 등기 그래서 나보고 하라고? 개울 어? 하라고? 아니야 내가 할 게 미안해.
2068,기타 괴롭힘 대화,오 김부자 오늘 개 아 뭐래 꺼져 와 옷 지린다 누굴 꼬시려고아 꺼져 진짜 야 오늘 진짜 개존예다 니가 성격은 별론데 오늘 면 사귈 수 있을 듯저게 미쳤나 동태눈깔로 그만 좀 소름끼쳐보라고 그렇게 입은 거 아니야? 보여주려고 은 거 아니냐? 그거 알아? 성희롱? 존나 좀 띄워주니까 네 말 섞지 말자
2069,갈취 대화,손님 손님 다왔습니다 얼마에요? 깜빡 잠들었네요 4만원이요 네?? 15분 거리가 사만원이요? 네 말도 안돼요 미터기 보여주세요 . 미터기 세상에 저는 드려요 아가씨 차가 막혀서 그랬어 블랙박스 보던가 주기 싫으면 절도죄로 .하.어제도 탔는데 이정도안나왔어요 그날그날 도로 사정이 다르니까안
2070,갈취 대화,안녕하세요 제가 아는 분인가요 오늘부터 알 될 거야.지갑 아니야봐 무슨 말 이에요.지갑을 왜생각? 말귀저기 알아듣네 지갑 줄게요 없어요 못 봐.나 혼자 줘.영리하게 굴어 현금 없어요 조금 가면 기 있어.같이 가자 안돼요?
2071,갈취 대화,얘야 여기말귀와봐봐 네 저요? 그래 너 가 필요한게 있는데 도와줄 수 있어? 네무서워요 저 학원 가봐야 아니 언니를 못 알아듣네 이리와 저 가야 돼요 ??그냥하는데요 내가 너를 때린대너 있는 돈 좀 달라구 저 돈 없어요 ? 일단 주머니 까봐 있으면 보자 이건 버스비예요 보내주세요
2072,갈취 대화,저기 인테리어 맞는가? 네 맞는데요 혹시 누구신지 말씀해주실 수 있나요? 헥타르에 입력이 안되어 있어서요. 혹시 신규 사장님이신가요? 아니고. 나 알지? 곽두철 다른 게 아니고 이번 우리 사무실 새로 만드는데 인력 좀 보내라. 아 네! 몇 명 정도 필요하신가요? 혹시 몇 평인지 알 수 있을까요? 65평 음. 최대한 빠르게 해야 하니까 20명 정도 보내면 좋겠네. 아 20명 정도 필요 하시면. 1500만원 정도 내시면 될거 같아요. 요즘 인력이 많이 비싸서요. 야 우리 우정이 있는데 뭔 1500만원이야 그냥 보내줘. 네 20명을요.? 그럼 가격을 좀 더 깍아드리는걸로 하면 어떨까요.? 야 그냥 공짜로 해달라고 공짜 몰라? 너 나한테 그 돈 쓰는 게 그렇게 아깝냐? 내가 이번만 부탁할거 아니니까 그냥 이번만 공짜로해줘. 네 알겠습니다.
