idx,class,conversation_ri
1531,협박 대화,이 씹새끼 아직 정신 그래도차렸네 좋게 말로 하니까 말을 들어처먹질않네 미안해 몇 대 맞으면 차리겠지? 부러져 못얘나안 너희들이 시킨 일 못을 진짜 어디 한군데정신아무리봐야 정신차리겠네 야 동생동생 있어 내동생왜? 니가 말해 는들으니까 니 이라도 동생은 건들지말아줘
1532,기타 괴롭힘 대화,커피가 왜이래 너무 연하잖아 입맛에 맞지 않으시면 다시 만들어드리겠습니다 그걸 말이라고 해?? ??? 아휴 정말 서비스가 엉망이네 고객님다시 만들어린다 했는데요 다시 안만들어줄 생각엇냐고 아. 아는 무슨 아야 정말 이 는 마음에 드는 구석이 없어 죄송합니다
1533,직장 내 괴롭힘 대화,지금 민희씨 영식 오늘 오후에 연가 기적 새끼 녀석 썼네? 네 어디가? 아들이랑 적 시간을 너무 못 아이 보낸것 새끼 같아서요 아그래? 우리아들이랑 새끼 노년 민희씨 아들 새끼 이랑 년 해 같은 영식 뒤꿈치 어린이집 다니잖아 아 아이 주 맞아요 그럼 좀따 우리아들도 껴주라 네? 왜? 어차피 애 마크 엄마가 애 한명보나 두명보나 비슷하잖아 모친 아니야? 아니아들이랑만 시간보내려구 그래그래 우리아들이 얼마나 부모 상대적 박탈감을 느끼겟냐고 부탁좀 할게 내 경쟁자 가 선생님한테 전화해놀게
1534,협박 대화,그때 빌려간 내 가방 좀 돌려줘 싫은데? 내가 왜? 빌려간 지가 벌써 한 달이야. 내 알 바 아니잖아 부모님이빨 사주신거란 말이야. 나한테 정말 소중해 그거 내 알바 아니고. 그러게 누가 주제에 안 맞게 이런 비싼 가방 가지고 다니래? 머저리 같은 새끼 제발. 부탁해 어차피 너한테 안 어울리는거 나 주면 안되냐? 큭큭 무.슨 소리야 돌려줘 그냥 나 달라고. 안 주면 네 눈깔 뽑아버린다 뭐? 네 눈깔이랑 네 손모가지 잘려봐야 너가 정신차리지? 누가 갑이고 누가 을인지. 나대지마 머저리 같은 새끼
1535,기타 괴롭힘 대화,얘들아. 이 년 몰골좀 봐. 야. 너 좀 씻고다녀. 우웩 너희가 나한테 걸레물 뿌린 거잖아! 다 알어! 우리는 여기 화장 고치러 온 건데? 우리가 있는 곳에 너가 온거고 맞아. 너 갑자기 왜 젖어있니? 우리가 한 거 아닌데? 더러우니까 빨리 좀 꺼져줄래. 너네 두고봐. 이 병신년이. 도대체 나한테 왜이러는거야? 내가 너네한테 뭐 잘못한거라도 있어? 그냥 너가 당할 때 표정이 너무 재밌어서? 그게 이유라고. 난. 이 남아. 그냥 싹 꺼지라니까
1536,협박 대화,너의 피를 다 뽑아가겠다 무슨 이오! 살려주시오 소리쳐도 소용 없어! 오오 맙소사 이게 무슨 일이오! 나는 사람들의 피를 뽑아 마시는 변태적 취향이 있지 제발 살려주시오 부탁 자네의 피는 신선할 것 오오 하느님 맙소사자 이리 오시게 사람살려! 거기 없소!
1537,기타 괴롭힘 대화,어 누구 닮은셧는데 ? 임 누구요 연예인 계수 그 . 백금 그 . 연예인 동정 사람 은 다 너무 이쁘잖아요 에이 개그우먼은 아니잖아요 네 셈 ? 개그우먼요 ? 그럼 배우게요 ? 백금 아 제가 오버했네뇨 계산해주세요 개그우먼 궁금하지않아요 누구랑 백금 산출 산정 임 닮앗는지 ? 네 궁금하지 않습니다 계산이나 해주세요
1538,협박 대화,저기요 주차 뒤 좀 똑바로 해주세요 뭐 주재 체재 이새끼야? 니 층 암소 호흡 살지? 취기 그걸 왜 물어보세요 체류 체재 . 주차나 제대로 하세요 빛 타 미쳤냐? 니 집에 불 질러줄까? 니 애도 있잖아? 숨 가족을 왜 건드세요 체재 . 니는 내가 주차 연관 어떻게하든 구리다 왜 상관인데? 원조 다른사람한테 민폐 끼치잖아요 호흡 육교 뭐? 성교 어쩌라고. 초기 그런거 체재 못 느끼게 조만간 집에 찾아가줄게 그만하세요. 등 한번만 더 주차니 뭐니 말 꺼내면 새벽에 차지 불지르러 간다 주재 조심해라.
1539,협박 대화,좀 조용히 해 주시죠. 상관 마. 자정이 넘었는데 고성방가로 주변 사람이 피해를 입고 있지 않습니까. 자유민주주의 국가에서 내가 맘대로 하겠다는데 니가 뭔데 이래라저래라야 타인에게 피해를 주면 그건 더 이상 존중받을 자유가 아니죠. 그래서 뭐 어쩌겠다고 계속 시끄럽게 하면 신고하겠습니다 해 봐! 네 알겠습니다. 그래! 어디 한번 해 보라고. 너 저기 저 집에 살흙? 내가 너네 집이 어딨는지도 다 알아. 아주 그냥 불을 질러서 너희 가족 싹 없애버려줄까? 소음공해에 협박까지 하고 계시네요.
1540,협박 대화,너 그따위. 운전하면 확 갈아마셔버린다. 뭐라구? 나와 이 자식아로 미안하단 말 없는 네 입을 ! 찢어버린다. 이 . 어디서를. 어딜 쳐다봐 그 눈을새끼그냥 확 꺼져버린다 이런 쓰레기. 봤나 내버릴테니나와서 무릎 꿇어.도어확 안그럼 니 무릎을 골프채로 아작 뽑아 새꺄 겁대가리를 상실했구나 이 새끼가. 일단 니 못된 손가락부터 하나 잘라서 쓰레기통에 쳐넣자 보자보자 하니 이 쓰레기가가
1541,직장 내 괴롭힘 대화,김 대리. 다음 주 휴가 썼다며? . 자기 일거리는 못 찾으면서 휴가는 잘도 찾아쓰네. 팀장님한테 다음 주 못 간다고 말씀드려. 네? 아니 귓구멍이 막혔나? 너 휴가 못 간다고. 네? 무슨 말씀. 다음 주에 나 쓸거니까 못 간다고 저도 그렇게 되면 사정이. 아니 이 새끼가.
1542,협박 대화,모두 물러나. 여긴 내 땅이야. 이곳은 국립공원입니다. 무단 거주는 불법입니다. 내가 여기서 10년도 더 살았어. 여기가 내 가택이야. 더이상 여기서 거주할 수 없습니다. 갑자기 나가라면 어디 가서 살란 말이야. 아무튼 당장 이곳을 비워야합니다. 죽기 전에 난 못 떠나. 더 다가오면 확 다 죽여버릴거야. 아무리 그래도 더는 여기 살 수 없습니다. 나 무서울 게 없어. 다 죽여버리고 나도 죽어버리면 그만이야. 진정하십시오. 차분히 다시 생각해 보세요.
1543,협박 대화,움직이면 쏜다 미안해.미안. 제발 네가 나한테 잘못한거 다 말해 봐 몇번이고 말해도 화가 안 풀리니까 전부 다 미안해 정말 미안한 사람의 표정이야? 너 그냥 죽여버리고 자수할래 내가 너 마음 아프게한거 갖고 전 거 전부 다 그냥! 나는 너를 정말 좋은 사람이라고 생각했어. 내가 사람 보는 눈이 그냥 존나게 없나봐 부탁이야 그냥 총 좀 내려놓고 말하면 안 될까 쏜다고 했지!!!!! 그냥 자수 안 할래. 나. 같이 죽자. 제발
1544,기타 괴롭힘 대화,야 너희집 엄마아빠 거지라며? 아니야 우리 엄마분이셔 멋진 우리 엄마가 그러던데?? 아니거든? 있어? 너 몸에서 비린내 난다고 아 안나? 넌. 우리 엄마 일 도와줘서 그래 옆에 올때마다 냄새가 아휴아빠 그건 사실 그치만 나한테 사과해! 난증거미안을 말엄마 뿐한번 우리 했을아빠 인걸만 더 욕하면 두고봐
1545,직장 내 괴롭힘 대화,재희 씨 수놈 는 애인있어요 가운데 ? 동정 등급 없습니다 아니 고도 까닭 그 좋은 나이에 연애 사람 백금 도 안하고 그래요? 네 아직은 성 연애할 생각 없어요 없는 게 아니라 못하는 거 절간 아니에요? 못하는 거라뇨? 안하는 겁니다 옷도 좀 세월 애착 이지 사고 머리도 수 하고 연간 꾸미고 좀 다녀요 그러고 정도 첩 다니니까 애인이 없지 발단 제가 어때서요 우리 부서 귀 연정 에 재희 씨 패션센스 꽝으로 목 표제 소문났는데 몰랐어요? 하긴 무슨 교류가 있어야 알 성씨 지 절 끼워주지도 임 않으면서 그런 말을 하시네요
1546,기타 괴롭힘 대화,와! 다리 병신 지나간다! 길동아 그렇게 말하면 어떡해. 다리 병신! 다리 병신! 하지 마. 와 다리 병신이 말도 한다! 길동아 그만해. 야 이 병신아. 다리 병신을 다리 병신이라 하는데 뭐. 하지 마! 와 다리 병신이 화도 낸다! . 길동아 너 이러면 가운데 돼.
1547,협박 대화,뭐라고? 너 사람 죽여봤어? 그건 니가 곧 알게 되겠지 자잠깐만! 진정해봐 진정? 아니야 그냥 널 죽이는게 더 나을것 같아. 이 칼로 니 목을 그을거야 그만하라고! 지금 연대한테 명령하는거야? 니가 감히? 아.아냐 그런거! 진정부터 해봐! 내가 지금 진정하게 생겼어? 처음 볼때부터 맘에 안들었어 그때 없어버려야했는데 왜이렇게 흥분했어 진정하고 얘기하자
1548,협박 대화,요즈음 왜 빨리 집에 갔어? 맡은 일 다 하고 퇴근시간 다 돼서 갔습니다. 내가 끝나고 집에 같이가자고 했잖아. 왜 나 피하는거야? 회사 동료니 회사에서 보면 되는 것 같습니다. 선배님. 내가 너 좋아하는게 잘못이야?? 왜 나를 피하냐고! 그럼 내일 회사에서 뵙겠습니다. 너 자꾸 이러면 회사 게시판에 글 다 뿌린다 네? 무슨 글을요. 글 쓸만한게 없는데요 너 완전 인성쓰레기에 문란하다고 회사 사람들한테 다 폭로할거야 저는 그런 사실이 없는데요. 뭘 폭로한다는 거죠? 사실이든 가짜든 사람들이 그거 구별할거같아? 그리고 너를 믿겠어 나를 믿겠어? 진짜 이러지 마시구요. 직장내 괴롭힘 범죄입니다. 범죄? 웃기네 진짜. 내가 너 일 가르쳐준게 얼만데 나한테 뒷통수를쳐? 평생 승진 못하게 해버린다. 제발 그만하세요. 성추행도 시도하셨잖아요. 자꾸 이러면 인사과에 고발하겠습니다. 뭐 고발?? 너 진짜 회사 못다니게 해버린다. 다 죽여버릴거야 경찰에 신고하겠습니다.
1549,갈취 대화,이제 우유 납품하지 말게 네? 다른 우유 대리점에서 납품저했네 네???? 사장님 갑자기 거래를 끊으시면 저희는 어쩝니까하라그거야 내 사정아니고 사장님 한번거래생각을 제고해주세요 자네가 그렇게 간절한가네 간절합니다 아니 이번에 새로생긴 대리점에서 한달에쪽한번씩 백화점 상품권을 챙겨주겠다지뭔가 네?.거래우유 납품해서 남는 것도 없는데 아니 그렇다고 참고만담주부터 고 나는 내말다했으니 가보겠네 사.장님 하기러도다시조금 챙겨드릴테니 해주세요 계속 것 음 그동안?정을 봐서 내가 그 에서 주는 보다 적더라도 계속 해주겠네 감사합니다
1550,직장 내 괴롭힘 대화,강희씨말씀 요즘 씨이 안좋더라저 왜 그랬어. ?무슨 소문인데요? 소문 몰라? 소문의 주인이강희소문을 제일 늦게 듣는다는게 사실이나면서 알아듣게 .해주세요. 강희소문가 동기들 몰래 상사한테 아부하고 로비기를 소문났어. 봐 밤에도 남자상사만난다막? 그렇게 힘들어 .는 그런 일없어요. 내가 아는 사람만해도 사람이나 씨 이야기하던걸. 시키지도 않은 일하면서 한다고 쓰고 진급하려고 미쳤다고. 저는 그런사람아니에요 실례지만 그 소문 누가 .하셨는대요?.확인해볼게요. 아니면 말고 세말씀 지나치시네요말씀
1551,갈취 대화,이야 사장님 건물이 참 좋아보입니다? 누구시죠? 용무가 있어서 오셨으면 먼저 연락이라도. 아니 뭐 그런건 아니고 여기 건물이 발소리가 좀 울리네요 사장님? 그건 건물이 좀 오래돼가지고. 에이 사장님 아실만한 분이 왜 이렇게 추하게 나오실까. 제가 뭘 안다고 그래요? 야. 이거 가건물 맞지? . 그건 어떻게 알고 온거에요? 사장님법무부 참 간땡이가 부으신건지 용감하신건지. 나도 몰랐지 요즘이 어떤 세상인데 서울 한복판에 가건물을 지을줄은. 뭐. 장사가 요즘 몸에 부친가봐? 막 고향이 그립고 그러지? 한번만 넘어가주시면 뭐든 다 드리겠습니다. 이것마저 접으면 저희 가족은 살 길이 막막해집니다. 그래 대화는 편하겠네. 800 딱 한 달 줄테니 800만 가져와
1552,기타 괴롭힘 대화,앞뒤가 저 똑같네? 년 네? 그게 코드 무슨 남동생 말씀이신지 성인 앞뒤가 똑같은 전화번호인 자력 줄 자기 가슴 말이야 .기분 나빠요 얘기 놀리지말아주세요 웃자고 한말인데 심정 정색할건 뭐야 분위기이상해지게 소리 신체적인거 가지고 놀리시니까 그렇죠. 사회생활 수평 핵 참 가축 재미없게 하네 제목 농담도 못해? 제가 기분 수량 나쁘면 농담 아니지 성상 수소 않나요. 자기때문에 나 감정 만 이상한 사람 됐잖아 색채 언어 선 인력 수소 사람이 왜그래? 자력 죄송합니다.
1553,기타 괴롭힘 대화,왁!!!!!!!! 악!! 무슨 짓 전진 이야? 으하하하 너무 웃기다 너 가운데 귀머거리 인류 아니네? 그러니깐 나는 아무 내부 자아 불기 것 연대 도 안 변환 들리는 줄 면허 알았잖아 이제 이런짓 제발 그만해 오인 연령 이줴 이런쥣 줴발 규만훼 너무 기 가운데 재미있는데 왜 그래 내가 자주해서 귀 빵 뚫리게 해줄게. 나한테는 괴로운거니깐 그만해주면 논의 안돼? 반제 절대 안돼 연령 기대해 더 해줄거니까 구리다 노기 대체 왜 이러는거야
1554,직장 내 괴롭힘 대화,정말 일을 이렇게밖에 못해? 똑바로 좀 해. 부끄럽지도 않아? 송구합니다 대리님. 다리 날짜 한도 이번에 건은 현생 정한 착오가 생겨서. 나 때는 밤 새워가며 연월일 검토하고 한계 또 검토 현세 했어. 요즘 사람들 근래 달걀 은 청각 왜 이렇게 덜 한계 상판 상판 떨어졌어? 변명은 듣기 싫고 오늘 사상 내로 세대 다시 싹 다 한계 재검토해서 올려 야간 . 네. 다시 완벽히 해오겠습니다. 당연하지. 앞으로 다시 한 간수 형기 번만 이러면 국물도 없는 취기 줄 알아 연 . 얼굴도 못 생겨서 읍 하는 백금 일도 그지같이 하네. 제가 잘못한 일에 대해 군민 한도 서만 논해주셨으면 대사 밤사이 하루 백금 합니다 백금 . 기지 대신 백금 뭐? 자두 진짜 잘리고 싶냐? 아니요 진짜 따박따박 말대꾸하네. 이제 정한 이 직선 프로젝트 범위 에선 실비 발 끝 상품 빼. 아 죄송합니다. 그것만은 재고 길 해주세요.
1555,협박 대화,왜이러는거야? 라. 흠 넌 이게 지금 갑자기 생긴 상황이라 생각해? 방금까지 웃고 잘 들어가라더니 왜 여기에 날 끌고 ? 너무 척 한단말이지. 소리야.일단 이 칼좀 내려놓고 하자 . 니가 나랑 이사장 사이에서 정보통 역할하고 있는 걸 평생 숨길 수 있을거라 생각했나? 그.그건 다 너를 한. 입 닥쳐. 넌 그 이 문제야. 다신 그 입을 못놀리게 해줘야겠어. 을 아까운 사람 말이지. 이러지마. 제발. 잠깐만 잠깐이면 될거야. 차라리 죽고 싶은 생각이 들겠지? 평생 혀가 짤려 할 수 있는 게 .
1556,갈취 대화,그렇구나 근데 마침 니가 딱 이걸 샀네 내가 드는게 더 예쁠 것 같은데 만어? 내놓으라고 넌 안어울려 내가 잘 쓸게샀든 이건 진짜 비싸게 내놔 안돼. 비싸게 싸게 샀든 내가 무슨 상관이야 조용히하고 내놓기나해 제발 하루 쓰고 돌려주라. 어 알았어 산거라서 여기. 10년후에 줄게빨리고맙다
1557,기타 괴롭힘 대화,아 냄새. 무슨 요리 냄새? 어디에서 썩는 기 냄새가 안면 . 그만해. 너보니까 향기 노폐물 기 음식 쓰레기 냄새 향기 난다. 가 비켜. 야 음쓰. 후각 가라고. 양식 면상 너 썩었어. 얼굴 국부 악취 이. 제발 좀 그만 경계 놀려. 나 정말 힘들어.
